;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;ÖVP;SPÖ;FPÖ;GRÜNE;NEOS;BIER;MFG;BGE;LMP;GAZA;KPÖ;KEINE;
G20636;Stall;1233;989;10;979;168;122;615;4;31;16;;;6;;12;5;
G20637;Steinfeld;1611;1231;16;1215;235;311;525;39;69;18;;;4;;7;7;
G20638;Trebesing;934;749;13;736;184;116;359;20;35;10;;;2;;7;3;
G20639;Weißensee;602;504;6;498;207;48;122;31;68;15;;;5;;2;0;
G20640;Winklern;989;730;5;725;154;131;357;16;32;18;;;5;;3;9;
G20642;Krems in Kärnten;1346;1004;9;995;243;139;529;15;37;18;;;2;;5;7;
G20643;Lurnfeld;2194;1683;15;1668;318;339;758;64;119;28;;;12;;18;12;
G20644;Reißeck;1734;1394;14;1380;238;339;605;41;92;35;;;8;;10;12;
G20699;Wahlkarten - Spittal an der Drau;0;1000;9;991;234;173;331;61;118;38;;;11;;14;11;
G20700;Villach-Land;51091;40259;480;39779;7351;9552;16068;1801;3003;913;;;242;;561;288;
G20701;Afritz am See;1205;919;8;911;131;241;412;26;57;17;;;7;;12;8;
G20702;Arnoldstein;5251;3950;55;3895;634;1067;1660;135;215;87;;;15;;55;27;
G20703;Arriach;1081;834;10;824;154;133;451;22;32;19;;;2;;6;5;
G20705;Bad Bleiberg;1690;1289;10;1279;193;403;518;34;75;22;;;4;;22;8;
G20707;Feistritz an der Gail;512;409;6;403;133;94;125;12;23;7;;;0;;4;5;
G20708;Feld am See;844;699;9;690;117;135;322;36;50;18;;;3;;1;8;
G20710;Ferndorf;1642;1296;20;1276;174;306;617;33;70;30;;;9;;29;8;
G20711;Finkenstein am Faaker See;7130;5485;58;5427;1110;1266;1935;332;487;133;;;37;;87;40;
G20712;Fresach;996;818;15;803;129;202;358;23;54;20;;;2;;5;10;
G20713;Hohenthurn;630;547;5;542;142;145;173;29;29;12;;;3;;7;2;
G20719;Nötsch im Gailtal;1846;1512;20;1492;275;390;556;83;112;33;;;6;;22;15;
G20720;Paternion;4675;3608;53;3555;583;842;1554;117;284;77;;;23;;48;27;
G20721;Rosegg;1503;1173;15;1158;182;234;516;70;95;25;;;10;;18;8;
G20722;St. Jakob im Rosental;3365;2526;36;2490;410;711;947;130;173;50;;;19;;38;12;
G20723;Stockenboi;1264;1016;10;1006;151;197;547;20;52;17;;;2;;11;9;
G20724;Treffen am Ossiacher See;3628;2688;34;2654;523;584;1035;155;226;64;;;15;;37;15;
G20725;Velden am Wörther See;7034;5265;50;5215;1211;1118;1884;275;455;120;;;40;;80;32;
G20726;Weißenstein;2395;1927;20;1907;319;491;792;69;143;49;;;10;;24;10;
G20727;Wernberg;4400;3421;39;3382;642;783;1388;130;269;84;;;26;;35;25;
G20799;Wahlkarten - Villach-Land;0;877;7;870;138;210;278;70;102;29;;;9;;20;14;
G20800;Völkermarkt;33006;25875;371;25504;5457;6842;9173;1181;1542;584;;;113;;422;190;
G20801;Bleiburg;2957;2292;41;2251;543;669;691;101;126;49;;;11;;50;11;
G20802;Diex;626;523;5;518;119;102;222;25;29;10;;;1;;6;4;
G20803;Eberndorf;4667;3585;47;3538;756;986;1292;150;178;86;;;14;;51;25;
G20804;Eisenkappel-Vellach;1732;1340;23;1317;217;487;407;42;75;33;;;14;;30;12;
G20805;Feistritz ob Bleiburg;1676;1405;17;1388;208;500;447;71;83;28;;;10;;31;10;
G20806;Gallizien;1461;1137;21;1116;264;276;398;54;61;29;;;3;;21;10;
G20807;Globasnitz;1287;994;19;975;165;306;317;82;55;15;;;3;;23;9;
G20808;Griffen;2725;2038;31;2007;536;362;842;59;125;41;;;2;;25;15;
G20810;Neuhaus;864;593;4;589;132;155;227;14;30;11;;;3;;13;4;
G20812;Ruden;1218;916;13;903;192;277;343;24;31;18;;;4;;7;7;
G20813;St. Kanzian am Klopeiner See;3511;2711;34;2677;586;593;992;161;202;69;;;17;;35;22;
G20815;Sittersdorf;1594;1247;15;1232;234;363;413;76;78;36;;;1;;20;11;
G20817;Völkermarkt;8688;6498;91;6407;1387;1621;2411;268;414;139;;;30;;94;43;
G20899;Wahlkarten - Völkermarkt;0;596;10;586;118;145;171;54;55;20;;;0;;16;7;
G20900;Wolfsberg;41946;32549;365;32184;6695;7200;13779;1004;1981;696;;;136;;435;258;
G20901;Bad St. Leonhard im Lavanttal;3481;2750;32;2718;623;600;1133;76;182;51;;;10;;25;18;
G20905;Frantschach-St. Gertraud;1858;1394;12;1382;335;367;548;24;55;28;;;2;;15;8;
G20909;Lavamünd;2296;1810;17;1793;307;482;822;40;76;33;;;4;;14;15;
G20911;Preitenegg;742;626;5;621;179;98;282;13;30;8;;;2;;4;5;
G20912;Reichenfels;1434;1122;13;1109;280;225;459;27;70;17;;;8;;17;6;
G20913;St. Andrä;8067;6086;63;6023;1145;1224;2897;144;361;116;;;21;;82;33;
G20914;St. Georgen im Lavanttal;1591;1226;12;1214;200;263;629;23;47;20;;;5;;15;12;
G20918;St. Paul im Lavanttal;2603;1980;27;1953;403;396;882;63;105;55;;;6;;26;17;
G20923;Wolfsberg;19874;14990;177;14813;3110;3407;5957;564;998;351;;;72;;220;134;
G20999;Wahlkarten - Wolfsberg;0;565;7;558;113;138;170;30;57;17;;;6;;17;10;
G21000;Feldkirchen;23638;18204;207;17997;3556;3567;8065;627;1194;452;;;101;;285;150;
G21001;Albeck;766;614;8;606;147;79;329;7;30;6;;;4;;3;1;
G21002;Feldkirchen in Kärnten;11423;8452;99;8353;1560;1642;3810;299;548;228;;;48;;141;77;
G21003;Glanegg;1467;1120;11;1109;234;330;370;42;71;30;;;5;;16;11;
G21004;Gnesau;795;656;10;646;130;106;329;18;35;12;;;5;;8;3;
G21005;Himmelberg;1851;1423;25;1398;275;236;688;45;91;25;;;4;;22;12;
G21006;Ossiach;568;451;1;450;119;65;187;21;36;9;;;3;;7;3;
G21007;Reichenau;1341;1070;14;1056;229;224;469;19;63;25;;;0;;17;10;
G21008;St. Urban;1163;892;8;884;164;141;458;20;53;22;;;8;;10;8;
G21009;Steindorf am Ossiacher See;2972;2248;20;2228;456;475;877;106;181;65;;;19;;37;12;
G21010;Steuerberg;1292;1001;10;991;188;216;457;26;59;20;;;4;;15;6;
G21099;Wahlkarten - Feldkirchen;0;277;1;276;54;53;91;24;27;10;;;1;;9;7;
G30000;Niederösterreich;1296084;1062474;11510;1050964;314587;212565;306507;69911;89255;21711;3743;;6619;3227;16738;6101;
G30099;Wahlkarten - Niederösterreich;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;
G3A000;Weinviertel;172783;143483;1525;141958;47566;25312;39404;9719;12462;3265;360;;740;173;2138;819;
G3A099;Wahlkarten - Weinviertel;0;478;5;473;97;109;97;64;64;15;2;;2;0;21;2;
G3B000;Waldviertel;173679;145953;2073;143880;52456;22732;43749;7795;10078;2955;547;;882;139;1817;730;
G3B099;Wahlkarten - Waldviertel;0;544;10;534;129;98;125;60;70;16;1;;8;0;25;2;
G3C000;Mostviertel;194196;163995;2035;161960;51711;30069;49735;9962;11416;3247;892;;997;181;2595;1155;
G3C099;Wahlkarten - Mostviertel;0;380;4;376;45;93;69;66;59;9;4;;3;1;26;1;
G3D000;Niederösterreich Mitte;243188;200021;2062;197959;56595;41072;52877;16881;18674;4242;722;;1636;446;3711;1103;
G3D099;Wahlkarten - Niederösterreich Mitte;0;947;8;939;180;205;190;140;135;24;5;;13;0;40;7;
G3E000;Niederösterreich Süd;161052;127572;1458;126114;33728;27257;42144;6259;8912;2639;478;;845;992;2104;756;
G3E099;Wahlkarten - Niederösterreich Süd;0;414;5;409;63;87;126;60;41;9;0;;5;3;13;2;
G3F000;Thermenregion;197219;160844;1234;159610;40323;38458;40271;13303;18767;2934;461;;1021;809;2451;812;
G3F099;Wahlkarten - Thermenregion;0;815;6;809;154;191;179;100;131;15;7;;10;1;16;5;
G3G000;Niederösterreich Ost;153967;120606;1123;119483;32208;27665;38327;5992;8946;2429;283;;498;487;1922;726;
G3G099;Wahlkarten - Niederösterreich Ost;0;547;6;541;92;125;156;47;65;18;1;;7;4;19;7;
G30100;Krems an der Donau;17588;13487;118;13369;3809;2870;3534;1061;1283;255;37;;98;60;304;58;
G30101;Krems an der Donau;17588;13072;112;12960;3718;2774;3456;1001;1229;244;35;;94;58;296;55;
G30199;Wahlkarten - Krems an der Donau;0;415;6;409;91;96;78;60;54;11;2;;4;2;8;3;
G30200;Sankt Pölten Stadt;40423;30858;280;30578;6647;8578;7958;2748;2519;655;92;;238;166;821;156;
G30201;St. Pölten;40423;30114;275;29839;6533;8346;7842;2639;2422;632;91;;230;162;798;144;
G30299;Wahlkarten - Sankt Pölten Stadt;0;744;5;739;114;232;116;109;97;23;1;;8;4;23;12;
G30300;Waidhofen an der Ybbs Stadt;8626;7358;77;7281;2287;1277;1960;646;658;145;62;;50;7;149;40;
G30301;Waidhofen an der Ybbs;8626;7187;77;7110;2247;1239;1937;620;632;140;60;;49;7;141;38;
G30399;Wahlkarten - Waidhofen an der Ybbs Stadt;0;171;0;171;40;38;23;26;26;5;2;;1;0;8;2;
G30400;Wiener Neustadt Stadt;32007;22620;212;22408;4962;5566;6901;1411;1877;469;67;;170;365;470;150;
G30401;Wiener Neustadt;32007;21992;202;21790;4848;5409;6772;1347;1787;443;64;;160;363;455;142;
G30499;Wahlkarten - Wiener Neustadt Stadt;0;628;10;618;114;157;129;64;90;26;3;;10;2;15;8;
G30500;Amstetten;90949;76444;946;75498;23369;14333;23421;4760;5403;1519;395;;438;89;1229;542;
G30501;Allhartsberg;1796;1557;14;1543;556;216;461;84;111;48;9;;9;1;30;18;
G30502;Amstetten;16936;12739;114;12625;3152;2995;4054;808;932;231;39;;69;26;246;73;
G30503;Ardagger;2875;2469;42;2427;880;307;776;161;163;45;18;;16;2;42;17;
G30504;Aschbach-Markt;2924;2382;32;2350;800;299;762;163;207;48;6;;16;1;31;17;
G30506;Behamberg;2712;2340;23;2317;644;394;843;152;159;52;12;;18;0;25;18;
G30507;Biberbach;1877;1589;15;1574;583;208;494;95;101;31;13;;9;1;22;17;
G30508;Ennsdorf;2397;1893;17;1876;329;626;567;116;114;35;10;;9;25;35;10;
G30509;Ernsthofen;1878;1541;12;1529;429;364;443;82;117;38;3;;12;0;34;7;
G30510;Ertl;1036;823;14;809;349;46;318;19;33;15;4;;5;0;11;9;
G30511;Euratsfeld;2181;1959;36;1923;774;200;603;126;123;40;10;;10;0;23;14;
G30512;Ferschnitz;1492;1308;20;1288;468;116;475;76;97;19;9;;9;0;7;12;
G30514;Haag;4563;3618;33;3585;1166;713;988;259;247;64;19;;24;5;65;35;
G30515;Haidershofen;2977;2553;37;2516;694;578;816;144;157;40;16;;24;3;33;11;
G30516;Hollenstein an der Ybbs;1325;1134;16;1118;381;261;298;46;76;24;4;;10;0;11;7;
G30517;Kematen an der Ybbs;1974;1569;20;1549;371;443;521;47;63;38;11;;10;2;29;14;
G30520;Neuhofen an der Ybbs;2412;2005;31;1974;684;221;712;108;146;41;4;;15;1;26;16;
G30521;Neustadtl an der Donau;1731;1557;21;1536;587;185;550;49;88;18;13;;12;1;17;16;
G30522;Oed-Oehling;1597;1291;15;1276;442;181;368;101;108;26;6;;9;3;24;8;
G30524;Opponitz;676;561;12;549;197;88;154;27;47;18;3;;2;1;6;6;
G30526;St. Georgen am Reith;435;372;3;369;174;61;87;11;22;3;1;;2;0;7;1;
G30527;St. Georgen am Ybbsfelde;2209;1817;18;1799;682;233;564;105;139;33;6;;8;2;19;8;
G30529;St. Pantaleon-Erla;2118;1777;25;1752;463;440;516;120;117;39;12;;7;0;25;13;
G30530;St. Peter in der Au;4066;3385;42;3343;1157;462;1062;229;250;59;22;;27;1;46;28;
G30531;St. Valentin;7414;5951;79;5872;1262;1821;1599;418;450;134;18;;18;6;102;44;
G30532;Seitenstetten;2635;2170;25;2145;763;287;669;169;120;38;17;;15;0;58;9;
G30533;Sonntagberg;2876;2397;41;2356;589;637;697;143;156;53;16;;6;3;44;12;
G30534;Strengberg;1733;1479;30;1449;549;224;371;103;140;30;6;;6;1;10;9;
G30536;Viehdorf;1072;936;13;923;364;99;336;29;53;19;3;;3;0;8;9;
G30538;Wallsee-Sindelburg;1710;1357;17;1340;472;263;361;92;99;20;4;;2;0;24;3;
G30539;Weistrach;1976;1699;23;1676;607;187;586;114;109;24;9;;4;0;22;14;
G30541;Winklarn;1441;1258;13;1245;376;214;399;85;93;25;10;;8;1;23;11;
G30542;Wolfsbach;1655;1368;14;1354;580;155;383;65;121;21;4;;4;0;15;6;
G30543;Ybbsitz;2723;2359;36;2323;850;260;729;165;157;56;29;;23;0;37;17;
G30544;Zeillern;1527;1335;17;1318;507;157;429;53;87;39;7;;2;0;29;8;
G30599;Wahlkarten - Amstetten;0;1896;26;1870;488;392;430;196;201;55;22;;15;3;43;25;
G30600;Baden;107673;86092;751;85341;19833;22500;24681;5450;8090;1604;270;;520;622;1300;471;
G30601;Alland;2025;1562;19;1543;432;275;489;106;171;22;7;;16;0;18;7;
G30602;Altenmarkt an der Triesting;1547;1264;13;1251;436;203;402;77;80;11;7;;9;0;22;4;
G30603;Bad Vöslau;8841;6932;65;6867;1630;1837;1668;600;737;111;27;;62;53;102;40;
G30604;Baden;18373;14295;100;14195;3801;3221;3021;1526;1881;238;42;;101;62;237;65;
G30605;Berndorf;6224;4505;46;4459;912;1230;1454;238;351;100;9;;26;52;67;20;
G30607;Ebreichsdorf;8517;6496;35;6461;1298;1753;2169;319;559;111;19;;25;67;103;38;
G30608;Enzesfeld-Lindabrunn;3306;2688;20;2668;613;698;890;119;198;43;10;;12;15;55;15;
G30609;Furth an der Triesting;670;576;1;575;260;70;166;19;36;13;4;;1;0;5;1;
G30612;Günselsdorf;1258;956;10;946;176;267;354;39;57;16;1;;6;5;17;8;
G30613;Heiligenkreuz;1129;940;11;929;320;142;249;78;91;19;3;;5;5;12;5;
G30614;Hernstein;1258;1117;16;1101;406;208;297;46;101;18;3;;4;4;12;2;
G30615;Hirtenberg;1565;1136;10;1126;149;336;449;36;49;35;8;;2;39;11;12;
G30616;Klausen-Leopoldsdorf;1329;1054;8;1046;289;183;394;39;90;22;4;;9;1;12;3;
G30618;Kottingbrunn;5566;4324;36;4288;986;1103;1278;251;387;88;12;;17;69;73;24;
G30620;Leobersdorf;3817;2868;25;2843;592;662;999;140;245;68;7;;11;56;49;14;
G30621;Mitterndorf an der Fischa;2154;1592;16;1576;210;429;634;50;116;49;5;;9;20;42;12;
G30623;Oberwaltersdorf;3785;2961;27;2934;783;695;818;141;363;57;8;;14;8;30;17;
G30625;Pfaffstätten;2598;2197;16;2181;615;534;431;234;255;49;4;;15;6;32;6;
G30626;Pottendorf;5477;4165;40;4125;892;982;1435;205;305;109;27;;26;37;76;31;
G30627;Pottenstein;2157;1596;9;1587;367;454;475;86;114;31;9;;13;5;23;10;
G30629;Reisenberg;1314;1068;13;1055;291;248;365;45;73;17;0;;3;2;7;4;
G30631;Schönau an der Triesting;1618;1280;14;1266;281;343;386;64;118;30;6;;8;10;13;7;
G30633;Seibersdorf;1283;1075;12;1063;363;194;360;44;56;21;1;;2;0;16;6;
G30635;Sooß;768;648;6;642;221;118;147;43;86;10;1;;2;9;2;3;
G30636;Tattendorf;1102;918;6;912;265;186;275;66;91;11;1;;4;2;10;1;
G30637;Teesdorf;1430;1171;4;1167;268;358;343;50;89;26;2;;7;3;14;7;
G30639;Traiskirchen;13271;10550;107;10443;1767;4099;2905;417;749;143;17;;72;76;131;67;
G30641;Trumau;2583;2080;12;2068;390;701;620;72;170;46;7;;8;8;37;9;
G30645;Weissenbach an der Triesting;1266;998;14;984;269;217;332;46;76;18;4;;2;1;13;6;
G30646;Blumau-Neurißhof;1442;1090;10;1080;196;249;471;25;83;18;6;;7;5;14;6;
G30699;Wahlkarten - Baden;0;1990;30;1960;355;505;405;229;313;54;9;;22;2;45;21;
G30700;Bruck an der Leitha;74465;58134;542;57592;14727;14145;18072;3033;4435;1233;124;;224;243;981;375;
G30701;Au am Leithaberge;731;581;3;578;202;77;245;11;30;9;0;;0;0;3;1;
G30702;Bad Deutsch-Altenburg;1278;949;9;940;253;172;352;36;69;24;4;;1;5;20;4;
G30703;Berg;484;421;5;416;134;111;107;18;25;14;0;;0;0;6;1;
G30704;Bruck an der Leitha;5929;4437;55;4382;1036;1092;1329;308;335;113;6;;15;17;98;33;
G30706;Enzersdorf an der Fischa;2614;2029;13;2016;515;461;694;108;117;63;5;;18;7;19;9;
G30708;Göttlesbrunn-Arbesthal;1141;959;15;944;368;116;283;49;90;21;1;;7;0;7;2;
G30709;Götzendorf an der Leitha;1594;1265;16;1249;351;319;348;69;96;25;5;;9;1;15;11;
G30710;Hainburg a.d. Donau;3480;2466;24;2442;784;474;785;110;155;49;1;;19;19;43;3;
G30711;Haslau-Maria Ellend;1497;1193;8;1185;315;280;372;67;90;29;5;;4;3;12;8;
G30712;Höflein;986;846;9;837;312;151;246;28;72;9;3;;0;0;9;7;
G30713;Hof am Leithaberge;1244;1051;8;1043;322;207;364;26;69;28;2;;3;1;15;6;
G30715;Hundsheim;494;438;3;435;110;124;155;17;17;5;0;;1;1;1;4;
G30716;Mannersdorf am Leithagebirge;2894;2240;22;2218;454;713;697;107;146;39;1;;6;12;23;20;
G30718;Petronell-Carnuntum;932;750;5;745;203;209;205;44;54;10;1;;2;1;10;6;
G30719;Prellenkirchen;1207;984;13;971;364;186;292;29;54;24;0;;4;0;12;6;
G30721;Rohrau;1216;1020;7;1013;357;178;322;34;77;20;5;;1;3;8;8;
G30722;Scharndorf;951;833;8;825;341;150;189;55;51;16;4;;2;2;8;7;
G30724;Sommerein;1702;1314;8;1306;307;330;458;65;82;26;0;;8;1;20;9;
G30726;Trautmannsdorf an der Leitha;2304;1835;18;1817;611;350;519;103;148;19;1;;14;8;35;9;
G30728;Wolfsthal;530;434;4;430;192;65;128;12;14;8;2;;1;0;6;2;
G30729;Ebergassing;2899;2111;20;2091;464;582;697;88;144;32;7;;13;13;32;19;
G30730;Fischamend;4026;2872;21;2851;589;647;1012;125;235;61;13;;12;8;128;21;
G30731;Gramatneusiedl;2364;1779;10;1769;383;526;501;110;142;43;4;;5;17;22;16;
G30732;Himberg;5965;4473;37;4436;1050;1235;1346;217;368;79;7;;16;12;71;35;
G30733;Klein-Neusiedl;616;459;1;458;84;166;146;13;16;12;0;;5;1;12;3;
G30734;Lanzendorf;1399;998;5;993;235;294;278;49;91;20;2;;1;5;11;7;
G30735;Leopoldsdorf;4017;3163;27;3136;869;704;860;190;350;65;6;;8;18;52;14;
G30736;Maria-Lanzendorf;1691;1259;9;1250;283;290;392;84;139;25;2;;3;9;18;5;
G30737;Moosbrunn;1351;1058;9;1049;305;238;338;43;80;21;2;;8;1;7;6;
G30738;Rauchenwarth;602;507;4;503;191;118;113;37;25;9;1;;0;3;3;3;
G30739;Schwadorf;1565;1138;13;1125;259;323;367;44;64;24;0;;4;17;13;10;
G30740;Schwechat;13519;9301;98;9203;1759;2526;3139;544;682;230;23;;24;48;171;57;
G30741;Zwölfaxing;1243;937;13;924;234;196;329;43;80;11;4;;1;6;16;4;
G30799;Wahlkarten - Bruck an der Leitha;0;2034;22;2012;491;535;464;150;228;50;7;;9;4;55;19;
G30800;Gänserndorf;79502;61925;575;61350;17389;13395;20099;2912;4446;1178;158;;267;240;922;344;
G30801;Aderklaa;161;144;1;143;73;11;41;9;6;0;0;;0;3;0;0;
G30802;Andlersdorf;122;102;0;102;44;15;16;9;16;0;0;;0;0;2;0;
G30803;Angern an der March;2602;1775;15;1760;405;550;546;79;97;31;5;;3;12;26;6;
G30804;Auersthal;1491;1233;15;1218;434;256;283;88;92;21;0;;8;15;19;2;
G30805;Bad Pirawarth;1362;1059;11;1048;377;175;321;60;77;21;2;;1;0;11;3;
G30808;Deutsch-Wagram;6613;4976;42;4934;1133;1069;1648;318;468;95;13;;32;26;100;32;
G30810;Drösing;894;676;3;673;224;149;212;23;42;10;1;;3;0;7;2;
G30811;Dürnkrut;1776;1360;17;1343;325;361;458;46;64;43;4;;3;3;25;11;
G30812;Ebenthal;682;550;5;545;173;119;159;31;34;9;2;;2;0;10;6;
G30813;Eckartsau;967;768;4;764;312;112;257;19;38;14;2;;3;0;5;2;
G30814;Engelhartstetten;1590;1283;13;1270;407;182;488;43;92;35;2;;2;1;13;5;
G30817;Gänserndorf;8423;5945;42;5903;1402;1343;1904;374;498;109;16;;32;77;119;29;
G30819;Glinzendorf;245;193;1;192;73;24;63;12;12;3;0;;1;0;3;1;
G30821;Groß-Enzersdorf;8716;6656;42;6614;1669;1562;2034;416;617;123;15;;41;20;88;29;
G30822;Großhofen;65;50;1;49;26;2;13;1;2;2;0;;2;0;1;0;
G30824;Groß-Schweinbarth;992;823;13;810;299;150;199;47;70;18;5;;2;4;11;5;
G30825;Haringsee;918;739;2;737;271;141;217;28;44;12;2;;0;0;16;6;
G30826;Hauskirchen;1017;807;13;794;306;110;277;25;35;19;3;;4;1;7;7;
G30827;Hohenau an der March;2050;1572;19;1553;315;531;538;39;53;32;3;;3;2;28;9;
G30828;Hohenruppersdorf;766;641;7;634;247;94;174;29;53;8;5;;7;2;9;6;
G30829;Jedenspeigen;918;779;10;769;316;164;200;25;36;11;2;;4;3;3;5;
G30830;Lassee;2189;1711;11;1700;436;321;716;61;89;33;4;;3;2;23;12;
G30831;Leopoldsdorf im Marchfeld;2175;1684;19;1665;361;502;567;52;118;23;2;;6;3;17;14;
G30834;Mannsdorf an der Donau;258;222;1;221;80;37;58;10;28;4;0;;2;0;2;0;
G30835;Marchegg;2086;1526;23;1503;351;330;589;76;82;30;4;;3;0;32;6;
G30836;Markgrafneusiedl;718;598;8;590;179;135;192;19;43;7;1;;5;0;6;3;
G30838;Matzen-Raggendorf;2192;1679;18;1661;504;347;520;89;123;40;8;;7;3;14;6;
G30841;Neusiedl an der Zaya;977;753;8;745;278;101;263;20;44;15;4;;1;3;10;6;
G30842;Obersiebenbrunn;1338;988;2;986;267;246;340;34;60;11;1;;2;1;22;2;
G30844;Orth an der Donau;1671;1197;10;1187;359;229;426;59;57;24;2;;4;0;20;7;
G30845;Palterndorf-Dobermannsdorf;992;760;4;756;278;118;271;13;43;16;1;;0;0;12;4;
G30846;Parbasdorf;137;119;1;118;69;7;24;5;9;3;0;;0;0;0;1;
G30848;Prottes;1090;838;8;830;283;148;270;33;67;9;2;;3;6;6;3;
G30849;Raasdorf;439;363;4;359;159;47;97;17;30;5;0;;1;0;3;0;
G30850;Ringelsdorf-Niederabsdorf;1021;818;15;803;212;264;256;16;29;12;3;;1;0;7;3;
G30852;Schönkirchen-Reyersdorf;1501;1167;5;1162;348;242;370;53;105;20;4;;4;4;9;3;
G30854;Spannberg;774;646;4;642;243;85;212;27;47;9;0;;4;0;7;8;
G30856;Strasshof an der Nordbahn;8012;5670;43;5627;1110;1489;2075;213;418;111;15;;30;29;91;46;
G30857;Sulz im Weinviertel;995;845;9;836;364;102;255;33;51;15;2;;2;0;9;3;
G30858;Untersiebenbrunn;1315;981;10;971;195;235;417;26;53;19;3;;5;4;6;8;
G30859;Velm-Götzendorf;619;509;9;500;182;70;169;24;30;6;1;;2;0;14;2;
G30860;Weikendorf;1536;1221;13;1208;335;272;380;86;78;20;2;;8;6;16;5;
G30863;Zistersdorf;4336;3324;49;3275;1324;481;1007;115;204;71;7;;6;4;42;14;
G30865;Weiden an der March;761;621;5;616;265;102;182;17;21;10;3;;6;2;7;1;
G30899;Wahlkarten - Gänserndorf;0;1554;20;1534;376;365;395;93;171;49;7;;9;4;44;21;
G30900;Gmünd;29215;24148;396;23752;7615;5177;7632;1011;1188;498;82;;115;15;288;131;
G30902;Amaliendorf-Aalfang;919;729;7;722;120;209;287;31;40;20;5;;3;0;5;2;
G30903;Brand-Nagelberg;1219;980;14;966;178;386;305;26;26;19;4;;3;0;17;2;
G30904;Eggern;570;460;5;455;135;67;206;20;12;9;1;;2;0;2;1;
G30906;Eisgarn;563;457;10;447;175;91;151;8;9;6;0;;1;0;1;5;
G30908;Gmünd;3885;3057;37;3020;831;838;923;149;144;60;5;;15;4;39;12;
G30909;Großdietmanns;1809;1493;26;1467;499;285;498;60;71;15;11;;4;0;14;10;
G30910;Bad Großpertholz;1055;867;15;852;300;161;265;33;46;20;4;;5;0;10;8;
G30912;Großschönau;981;840;18;822;363;78;248;52;34;12;7;;12;0;9;7;
G30913;Moorbad Harbach;567;490;10;480;162;88;141;28;34;9;2;;4;0;11;1;
G30915;Haugschlag;393;315;4;311;104;36;129;8;19;5;1;;1;0;5;3;
G30916;Heidenreichstein;3160;2484;42;2442;731;621;777;98;108;52;9;;11;0;24;11;
G30917;Hirschbach;492;428;2;426;141;99;131;13;25;8;0;;2;0;7;0;
G30920;Hoheneich;1146;961;19;942;293;209;276;53;52;26;8;;5;0;13;7;
G30921;Kirchberg am Walde;1053;881;17;864;319;113;332;32;36;10;2;;4;1;10;5;
G30925;Litschau;1784;1382;20;1362;509;229;421;64;80;27;2;;8;2;12;8;
G30929;Reingers;520;423;9;414;150;57;139;27;23;12;1;;0;0;2;3;
G30932;St. Martin;881;697;17;680;226;99;263;27;34;10;3;;1;0;10;7;
G30935;Schrems;4279;3349;51;3298;851;966;1025;108;171;91;5;;13;7;44;17;
G30939;Unserfrau-Altweitra;812;697;16;681;292;74;232;27;34;13;0;;4;1;2;2;
G30940;Waldenstein;964;840;22;818;369;99;246;27;30;22;4;;5;0;9;7;
G30942;Weitra;2163;1713;31;1682;687;240;485;72;114;38;3;;5;0;31;7;
G30999;Wahlkarten - Gmünd;0;605;4;601;180;132;152;48;46;14;5;;7;0;11;6;
G31000;Hollabrunn;41531;34310;448;33862;12375;5632;9683;2024;2394;823;84;;167;32;470;178;
G31001;Alberndorf im Pulkautal;590;470;4;466;147;97;157;19;28;11;0;;2;0;2;3;
G31008;Göllersdorf;2401;1978;33;1945;667;379;544;87;159;42;8;;16;2;30;11;
G31009;Grabern;1334;1117;27;1090;423;134;339;62;74;20;5;;11;1;12;9;
G31014;Guntersdorf;947;834;11;823;349;94;269;25;39;24;2;;2;0;17;2;
G31015;Hadres;1409;1154;21;1133;427;174;349;50;74;25;0;;7;0;19;8;
G31016;Hardegg;1070;890;9;881;419;111;235;33;43;14;1;;4;2;11;8;
G31018;Haugsdorf;1300;1037;18;1019;325;190;363;37;59;26;2;;3;0;12;2;
G31019;Heldenberg;1144;946;16;930;364;135;273;52;61;25;2;;4;0;9;5;
G31021;Hohenwarth-Mühlbach a.M.;1112;896;7;889;352;154;249;34;73;14;3;;0;0;7;3;
G31022;Hollabrunn;9381;7232;71;7161;2386;1057;2093;605;575;201;11;;42;14;134;43;
G31025;Mailberg;453;374;4;370;125;83;105;12;28;5;1;;1;0;6;4;
G31026;Maissau;1596;1312;21;1291;541;211;332;70;85;21;2;;11;0;15;3;
G31028;Nappersdorf-Kammersdorf;995;796;11;785;326;102;245;31;47;18;3;;4;1;4;4;
G31033;Pernersdorf;854;704;12;692;237;154;213;27;36;14;0;;2;0;9;0;
G31035;Pulkau;1223;1033;12;1021;406;208;248;55;70;15;2;;1;2;12;2;
G31036;Ravelsbach;1365;1079;13;1066;368;184;333;47;78;25;4;;5;1;18;3;
G31037;Retz;3461;2579;33;2546;960;408;644;206;202;64;9;;8;0;30;15;
G31038;Retzbach;790;676;8;668;252;86;196;54;44;15;2;;4;0;12;3;
G31041;Schrattenthal;745;636;8;628;270;139;111;45;37;13;1;;1;0;7;4;
G31042;Seefeld-Kadolz;797;627;6;621;172;160;199;20;33;26;0;;3;0;5;3;
G31043;Sitzendorf an der Schmida;1812;1505;23;1482;633;216;429;72;76;25;2;;2;2;18;7;
